sample_id,original_idx,vistgerd_idx,vistlendi_idx,vistgerd,vistlendi
2770,433,13,8,Fjalldrapamóavist,Mólendi
2771,1093,50,5,Sanda- og vikravist,Melar og sandlendi
2772,7447,23,12,Gulstararflóavist,Votlendi
2773,2953,60,12,Starungsmýravist,Votlendi
2774,6650,57,2,Snarrótarvist,Graslendi
2775,1655,41,5,Mosamelavist,Melar og sandlendi
2776,1090,50,5,Sanda- og vikravist,Melar og sandlendi
2777,4127,68,5,Víðimelavist,Melar og sandlendi
2778,1342,14,8,Flagmóavist,Mólendi
2779,3607,63,12,Tjarnastararflóavist,Votlendi
2780,5948,23,12,Gulstararflóavist,Votlendi
2781,2655,5,12,Brokflóavist,Votlendi
2782,7916,34,8,Lyngmóavist á láglendi,Mólendi
2783,4533,19,5,Grasmelavist,Melar og sandlendi
2784,2145,63,12,Tjarnastararflóavist,Votlendi
2785,2595,5,12,Brokflóavist,Votlendi
2786,7876,60,12,Starungsmýravist,Votlendi
2787,2889,1,1,Auravist,Eyrar
2788,4365,47,12,Runnamýravist á hálendi,Votlendi
2789,5012,9,3,Eyðihraunavist,Hraunlendi
2790,5839,36,2,Língresis- og vingulsvist,Graslendi
2791,7565,61,2,Stinnastararvist,Graslendi
2792,3708,7,12,Dýjavist,Votlendi
2793,4849,10,5,Eyðimelavist,Melar og sandlendi
2794,722,45,12,Rekjuvist,Votlendi
2795,5488,50,5,Sanda- og vikravist,Melar og sandlendi
2796,424,14,8,Flagmóavist,Mólendi
2797,132,60,12,Starungsmýravist,Votlendi
2798,5268,32,3,Lynghraunavist,Hraunlendi
2799,4097,68,5,Víðimelavist,Melar og sandlendi
2800,7480,36,2,Língresis- og vingulsvist,Graslendi
2801,7232,36,2,Língresis- og vingulsvist,Graslendi
2802,5551,19,5,Grasmelavist,Melar og sandlendi
2803,5216,10,5,Eyðimelavist,Melar og sandlendi
2804,2458,42,8,Mosamóavist,Mólendi
2805,7832,52,11,Sandstrandarvist,Strandlendi
2806,3776,13,8,Fjalldrapamóavist,Mólendi
2807,279,21,9,Grasvíðiskriðuvist,Skriður og klettar
2808,6594,57,2,Snarrótarvist,Graslendi
2809,2554,42,8,Mosamóavist,Mólendi
2810,6678,63,12,Tjarnastararflóavist,Votlendi
2811,2737,23,12,Gulstararflóavist,Votlendi
2812,29,68,5,Víðimelavist,Melar og sandlendi
2813,988,28,7,Hélumosavist,Moslendi
2814,786,69,8,Víðimóavist,Mólendi
2815,1092,50,5,Sanda- og vikravist,Melar og sandlendi
2816,1199,2,10,Birkiskógur,Skóglendi
2817,3074,34,8,Lyngmóavist á láglendi,Mólendi
2818,7614,69,8,Víðimóavist,Mólendi
2819,3534,5,12,Brokflóavist,Votlendi
2820,7153,34,8,Lyngmóavist á láglendi,Mólendi
2821,6073,5,12,Brokflóavist,Votlendi
2822,7647,48,12,Runnamýravist á láglendi,Votlendi
2823,3340,41,5,Mosamelavist,Melar og sandlendi
2824,547,20,8,Grasmóavist,Mólendi
2825,5803,20,8,Grasmóavist,Mólendi
2826,3043,5,12,Brokflóavist,Votlendi
2827,5780,14,8,Flagmóavist,Mólendi
2828,3086,5,12,Brokflóavist,Votlendi
2829,6890,25,7,Hraungambravist,Moslendi
2830,7558,24,12,Hengistararflóavist,Votlendi
2831,349,41,5,Mosamelavist,Melar og sandlendi
2832,4151,39,6,Moldavist,Moldir
2833,6982,23,12,Gulstararflóavist,Votlendi
2834,5134,16,8,Fléttumóavist,Mólendi
2835,7079,8,1,Eyravist,Eyrar
2836,4511,25,7,Hraungambravist,Moslendi
2837,2104,48,12,Runnamýravist á láglendi,Votlendi
2838,2552,5,12,Brokflóavist,Votlendi
2839,1404,26,12,Hrossanálarvist,Votlendi
2840,7486,3,2,Blómgresisvist,Graslendi
2841,5582,36,2,Língresis- og vingulsvist,Graslendi
2842,4477,13,8,Fjalldrapamóavist,Mólendi
2843,3111,20,8,Grasmóavist,Mólendi
2844,2521,60,12,Starungsmýravist,Votlendi
2845,6704,48,12,Runnamýravist á láglendi,Votlendi
2846,2993,60,12,Starungsmýravist,Votlendi
2847,5147,67,8,Víðikjarrvist,Mólendi
2848,1609,67,8,Víðikjarrvist,Mólendi
2849,3553,56,0,Skógrækt,Aðrar landgerðir
2850,781,17,2,Grasengjavist,Graslendi
2851,1139,42,8,Mosamóavist,Mólendi
2852,6107,36,2,Língresis- og vingulsvist,Graslendi
2853,3882,48,12,Runnamýravist á láglendi,Votlendi
2854,3308,20,8,Grasmóavist,Mólendi
2855,7637,34,8,Lyngmóavist á láglendi,Mólendi
2856,7195,63,12,Tjarnastararflóavist,Votlendi
2857,1912,5,12,Brokflóavist,Votlendi
2858,3521,24,12,Hengistararflóavist,Votlendi
2859,3168,25,7,Hraungambravist,Moslendi
2860,6630,29,10,Kjarrskógavist,Skóglendi
2861,1780,5,12,Brokflóavist,Votlendi
2862,7961,58,8,Starmóavist,Mólendi
2863,6696,67,8,Víðikjarrvist,Mólendi
2864,1593,42,8,Mosamóavist,Mólendi
2865,1569,59,12,Starungsflóavist,Votlendi
2866,4139,39,6,Moldavist,Moldir
2867,4880,41,5,Mosamelavist,Melar og sandlendi
2868,7296,13,8,Fjalldrapamóavist,Mólendi
2869,5961,13,8,Fjalldrapamóavist,Mólendi
2870,6614,11,2,Finnungsvist,Graslendi
2871,684,13,8,Fjalldrapamóavist,Mólendi
2872,2307,5,12,Brokflóavist,Votlendi
2873,1344,60,12,Starungsmýravist,Votlendi
2874,3937,48,12,Runnamýravist á láglendi,Votlendi
2875,2110,5,12,Brokflóavist,Votlendi
2876,1834,67,8,Víðikjarrvist,Mólendi
2877,1126,42,8,Mosamóavist,Mólendi
2878,965,24,12,Hengistararflóavist,Votlendi
2879,7595,48,12,Runnamýravist á láglendi,Votlendi
2880,7672,34,8,Lyngmóavist á láglendi,Mólendi
2881,7598,25,7,Hraungambravist,Moslendi
2882,5746,5,12,Brokflóavist,Votlendi
2883,3440,13,8,Fjalldrapamóavist,Mólendi
2884,3951,38,7,Melagambravist,Moslendi
2885,1624,67,8,Víðikjarrvist,Mólendi
2886,3788,41,5,Mosamelavist,Melar og sandlendi
2887,7334,23,12,Gulstararflóavist,Votlendi
2888,46,21,9,Grasvíðiskriðuvist,Skriður og klettar
2889,5749,5,12,Brokflóavist,Votlendi
2890,2153,63,12,Tjarnastararflóavist,Votlendi
2891,2629,60,12,Starungsmýravist,Votlendi
2892,7336,23,12,Gulstararflóavist,Votlendi
2893,6570,63,12,Tjarnastararflóavist,Votlendi
2894,6103,17,2,Grasengjavist,Graslendi
2895,2907,60,12,Starungsmýravist,Votlendi
2896,6919,18,11,Grashólavist,Strandlendi
2897,281,21,9,Grasvíðiskriðuvist,Skriður og klettar
2898,2792,60,12,Starungsmýravist,Votlendi
2899,3828,20,8,Grasmóavist,Mólendi
2900,3549,20,8,Grasmóavist,Mólendi
2901,7009,59,12,Starungsflóavist,Votlendi
2902,2261,48,12,Runnamýravist á láglendi,Votlendi
2903,1312,15,3,Fléttuhraunavist,Hraunlendi
2904,5029,9,3,Eyðihraunavist,Hraunlendi
2905,1571,42,8,Mosamóavist,Mólendi
2906,5650,60,12,Starungsmýravist,Votlendi
2907,5947,60,12,Starungsmýravist,Votlendi
2908,3237,63,12,Tjarnastararflóavist,Votlendi
2909,3467,48,12,Runnamýravist á láglendi,Votlendi
2910,2563,60,12,Starungsmýravist,Votlendi
2911,6372,17,2,Grasengjavist,Graslendi
2912,3517,41,5,Mosamelavist,Melar og sandlendi
2913,7048,67,8,Víðikjarrvist,Mólendi
2914,2751,58,8,Starmóavist,Mólendi
2915,2814,34,8,Lyngmóavist á láglendi,Mólendi
2916,1741,60,12,Starungsmýravist,Votlendi
2917,4757,13,8,Fjalldrapamóavist,Mólendi
2918,5200,10,5,Eyðimelavist,Melar og sandlendi
2919,3639,34,8,Lyngmóavist á láglendi,Mólendi
2920,2519,65,0,Uppgræðslur,Aðrar landgerðir
2921,5664,36,2,Língresis- og vingulsvist,Graslendi
2922,6973,62,11,Strandmelhólavist,Strandlendi
2923,4891,13,8,Fjalldrapamóavist,Mólendi
2924,5295,33,8,Lyngmóavist á hálendi,Mólendi
2925,4504,10,5,Eyðimelavist,Melar og sandlendi
2926,2525,60,12,Starungsmýravist,Votlendi
2927,6135,60,12,Starungsmýravist,Votlendi
2928,7244,67,8,Víðikjarrvist,Mólendi
2929,7449,17,2,Grasengjavist,Graslendi
2930,4616,13,8,Fjalldrapamóavist,Mólendi
2931,1082,51,12,Sandmýravist,Votlendi
2932,1401,48,12,Runnamýravist á láglendi,Votlendi
2933,388,6,2,Bugðupuntsvist,Graslendi
2934,6878,3,2,Blómgresisvist,Graslendi
2935,4672,58,8,Starmóavist,Mólendi
2936,1668,58,8,Starmóavist,Mólendi
2937,6254,34,8,Lyngmóavist á láglendi,Mólendi
2938,665,17,2,Grasengjavist,Graslendi
2939,862,45,12,Rekjuvist,Votlendi
2940,1505,23,12,Gulstararflóavist,Votlendi
2941,3657,58,8,Starmóavist,Mólendi
2942,7906,12,4,Fjallahveravist,Jarðhitasvæði
2943,7981,69,8,Víðimóavist,Mólendi
2944,322,68,5,Víðimelavist,Melar og sandlendi
2945,274,32,3,Lynghraunavist,Hraunlendi
2946,1992,41,5,Mosamelavist,Melar og sandlendi
2947,7442,17,2,Grasengjavist,Graslendi
2948,3865,24,12,Hengistararflóavist,Votlendi
2949,5189,13,8,Fjalldrapamóavist,Mólendi
2950,2849,20,8,Grasmóavist,Mólendi
2951,529,22,11,Gulstararfitjavist,Strandlendi
2952,24,67,8,Víðikjarrvist,Mólendi
2953,463,46,12,Rimamýravist,Votlendi
2954,6753,69,8,Víðimóavist,Mólendi
2955,7617,42,8,Mosamóavist,Mólendi
2956,7107,57,2,Snarrótarvist,Graslendi
2957,7745,53,11,Sjávarfitjungsvist,Strandlendi
2958,3759,48,12,Runnamýravist á láglendi,Votlendi
2959,1452,13,8,Fjalldrapamóavist,Mólendi
2960,291,6,2,Bugðupuntsvist,Graslendi
2961,3550,42,8,Mosamóavist,Mólendi
2962,1128,50,5,Sanda- og vikravist,Melar og sandlendi
2963,7318,5,12,Brokflóavist,Votlendi
2964,1886,60,12,Starungsmýravist,Votlendi
2965,2299,48,12,Runnamýravist á láglendi,Votlendi
2966,3761,48,12,Runnamýravist á láglendi,Votlendi
2967,3600,5,12,Brokflóavist,Votlendi
2968,6260,34,8,Lyngmóavist á láglendi,Mólendi
2969,7754,34,8,Lyngmóavist á láglendi,Mólendi
2970,3496,34,8,Lyngmóavist á láglendi,Mólendi
2971,1813,48,12,Runnamýravist á láglendi,Votlendi
2972,5810,6,2,Bugðupuntsvist,Graslendi
2973,3721,5,12,Brokflóavist,Votlendi
2974,4988,10,5,Eyðimelavist,Melar og sandlendi
2975,3099,5,12,Brokflóavist,Votlendi
2976,6471,17,2,Grasengjavist,Graslendi
2977,2626,14,8,Flagmóavist,Mólendi
2978,2318,60,12,Starungsmýravist,Votlendi
2979,3619,5,12,Brokflóavist,Votlendi
2980,4783,48,12,Runnamýravist á láglendi,Votlendi
2981,2624,60,12,Starungsmýravist,Votlendi
2982,7843,11,2,Finnungsvist,Graslendi
2983,1735,63,12,Tjarnastararflóavist,Votlendi
2984,7922,60,12,Starungsmýravist,Votlendi
2985,7780,19,5,Grasmelavist,Melar og sandlendi
2986,3585,5,12,Brokflóavist,Votlendi
2987,2602,5,12,Brokflóavist,Votlendi
2988,2119,23,12,Gulstararflóavist,Votlendi
2989,5068,60,12,Starungsmýravist,Votlendi
2990,7573,60,12,Starungsmýravist,Votlendi
2991,6666,62,11,Strandmelhólavist,Strandlendi
2992,4967,10,5,Eyðimelavist,Melar og sandlendi
2993,4570,50,5,Sanda- og vikravist,Melar og sandlendi
2994,7339,23,12,Gulstararflóavist,Votlendi
2995,212,57,2,Snarrótarvist,Graslendi
2996,609,23,12,Gulstararflóavist,Votlendi
2997,6371,5,12,Brokflóavist,Votlendi
2998,1364,33,8,Lyngmóavist á hálendi,Mólendi
2999,4157,68,5,Víðimelavist,Melar og sandlendi
3000,669,17,2,Grasengjavist,Graslendi
3001,2460,26,12,Hrossanálarvist,Votlendi
3002,207,25,7,Hraungambravist,Moslendi
3003,6230,34,8,Lyngmóavist á láglendi,Mólendi
3004,2845,1,1,Auravist,Eyrar
3005,6432,62,11,Strandmelhólavist,Strandlendi
3006,82,68,5,Víðimelavist,Melar og sandlendi
3007,7890,36,2,Língresis- og vingulsvist,Graslendi
3008,4124,68,5,Víðimelavist,Melar og sandlendi
3009,4406,58,8,Starmóavist,Mólendi
3010,7705,59,12,Starungsflóavist,Votlendi
3011,1961,60,12,Starungsmýravist,Votlendi
3012,5143,9,3,Eyðihraunavist,Hraunlendi
3013,7927,5,12,Brokflóavist,Votlendi
3014,6111,20,8,Grasmóavist,Mólendi
3015,133,48,12,Runnamýravist á láglendi,Votlendi
3016,7353,17,2,Grasengjavist,Graslendi
3017,6169,60,12,Starungsmýravist,Votlendi
3018,52,5,12,Brokflóavist,Votlendi
3019,6080,19,5,Grasmelavist,Melar og sandlendi
3020,3045,25,7,Hraungambravist,Moslendi
3021,7698,23,12,Gulstararflóavist,Votlendi
3022,7189,5,12,Brokflóavist,Votlendi
3023,6365,5,12,Brokflóavist,Votlendi
3024,2772,60,12,Starungsmýravist,Votlendi
3025,6001,60,12,Starungsmýravist,Votlendi
3026,2770,60,12,Starungsmýravist,Votlendi
3027,4710,50,5,Sanda- og vikravist,Melar og sandlendi
3028,6935,63,12,Tjarnastararflóavist,Votlendi
3029,3207,23,12,Gulstararflóavist,Votlendi
3030,899,45,12,Rekjuvist,Votlendi
3031,1847,33,8,Lyngmóavist á hálendi,Mólendi
3032,2360,64,0,Tún og akurlendi,Aðrar landgerðir
3033,2933,23,12,Gulstararflóavist,Votlendi
3034,7800,23,12,Gulstararflóavist,Votlendi
3035,1081,50,5,Sanda- og vikravist,Melar og sandlendi
3036,1911,48,12,Runnamýravist á láglendi,Votlendi
3037,6258,34,8,Lyngmóavist á láglendi,Mólendi
3038,4352,68,5,Víðimelavist,Melar og sandlendi
3039,3932,60,12,Starungsmýravist,Votlendi
3040,3846,34,8,Lyngmóavist á láglendi,Mólendi
3041,2342,60,12,Starungsmýravist,Votlendi
3042,5318,58,8,Starmóavist,Mólendi
3043,1573,59,12,Starungsflóavist,Votlendi
3044,4489,16,8,Fléttumóavist,Mólendi
3045,1864,63,12,Tjarnastararflóavist,Votlendi
3046,558,46,12,Rimamýravist,Votlendi
3047,5006,61,2,Stinnastararvist,Graslendi
3048,3448,19,5,Grasmelavist,Melar og sandlendi
3049,2767,60,12,Starungsmýravist,Votlendi
3050,6788,13,8,Fjalldrapamóavist,Mólendi
3051,1042,45,12,Rekjuvist,Votlendi
3052,4409,5,12,Brokflóavist,Votlendi
3053,6528,23,12,Gulstararflóavist,Votlendi
3054,5345,60,12,Starungsmýravist,Votlendi
3055,5757,60,12,Starungsmýravist,Votlendi
3056,300,23,12,Gulstararflóavist,Votlendi
3057,2166,60,12,Starungsmýravist,Votlendi
3058,4626,19,5,Grasmelavist,Melar og sandlendi
3059,5824,19,5,Grasmelavist,Melar og sandlendi
3060,6215,34,8,Lyngmóavist á láglendi,Mólendi
3061,2246,60,12,Starungsmýravist,Votlendi
3062,5308,10,5,Eyðimelavist,Melar og sandlendi
3063,6552,53,11,Sjávarfitjungsvist,Strandlendi
3064,3069,58,8,Starmóavist,Mólendi
3065,5938,60,12,Starungsmýravist,Votlendi
3066,2242,60,12,Starungsmýravist,Votlendi
3067,1648,60,12,Starungsmýravist,Votlendi
3068,1488,28,7,Hélumosavist,Moslendi
3069,6110,1,1,Auravist,Eyrar
3070,6305,34,8,Lyngmóavist á láglendi,Mólendi
3071,5902,60,12,Starungsmýravist,Votlendi
3072,4160,41,5,Mosamelavist,Melar og sandlendi
3073,6170,19,5,Grasmelavist,Melar og sandlendi
3074,4189,19,5,Grasmelavist,Melar og sandlendi
3075,1318,13,8,Fjalldrapamóavist,Mólendi
3076,7534,11,2,Finnungsvist,Graslendi
3077,4438,10,5,Eyðimelavist,Melar og sandlendi
3078,919,24,12,Hengistararflóavist,Votlendi
3079,2431,20,8,Grasmóavist,Mólendi
3080,7570,17,2,Grasengjavist,Graslendi
3081,878,33,8,Lyngmóavist á hálendi,Mólendi
3082,2392,60,12,Starungsmýravist,Votlendi
3083,487,10,5,Eyðimelavist,Melar og sandlendi
3084,4661,9,3,Eyðihraunavist,Hraunlendi
3085,7793,64,0,Tún og akurlendi,Aðrar landgerðir
3086,2949,5,12,Brokflóavist,Votlendi
3087,2018,60,12,Starungsmýravist,Votlendi
3088,2468,26,12,Hrossanálarvist,Votlendi
3089,1338,63,12,Tjarnastararflóavist,Votlendi
3090,6053,5,12,Brokflóavist,Votlendi
3091,3471,13,8,Fjalldrapamóavist,Mólendi
3092,3695,34,8,Lyngmóavist á láglendi,Mólendi
3093,1740,13,8,Fjalldrapamóavist,Mólendi
3094,3557,7,12,Dýjavist,Votlendi
3095,407,23,12,Gulstararflóavist,Votlendi
3096,1963,34,8,Lyngmóavist á láglendi,Mólendi
3097,7013,26,12,Hrossanálarvist,Votlendi
3098,1523,17,2,Grasengjavist,Graslendi
3099,4314,2,10,Birkiskógur,Skóglendi
3100,5330,16,8,Fléttumóavist,Mólendi
3101,2326,63,12,Tjarnastararflóavist,Votlendi
3102,5395,68,5,Víðimelavist,Melar og sandlendi
3103,6658,63,12,Tjarnastararflóavist,Votlendi
3104,4374,6,2,Bugðupuntsvist,Graslendi
3105,4848,16,8,Fléttumóavist,Mólendi
3106,268,60,12,Starungsmýravist,Votlendi
3107,4467,13,8,Fjalldrapamóavist,Mólendi
3108,7326,17,2,Grasengjavist,Graslendi
3109,4992,19,5,Grasmelavist,Melar og sandlendi
3110,4171,58,8,Starmóavist,Mólendi
3111,2596,5,12,Brokflóavist,Votlendi
3112,3978,48,12,Runnamýravist á láglendi,Votlendi
3113,2036,19,5,Grasmelavist,Melar og sandlendi
3114,2120,5,12,Brokflóavist,Votlendi
3115,1367,48,12,Runnamýravist á láglendi,Votlendi
3116,3844,34,8,Lyngmóavist á láglendi,Mólendi
3117,4449,10,5,Eyðimelavist,Melar og sandlendi
3118,6160,60,12,Starungsmýravist,Votlendi
3119,5896,5,12,Brokflóavist,Votlendi
3120,6615,60,12,Starungsmýravist,Votlendi
3121,3555,5,12,Brokflóavist,Votlendi
3122,4115,13,8,Fjalldrapamóavist,Mólendi
3123,6957,23,12,Gulstararflóavist,Votlendi
3124,6029,5,12,Brokflóavist,Votlendi
3125,3871,5,12,Brokflóavist,Votlendi
3126,3221,41,5,Mosamelavist,Melar og sandlendi
3127,4860,68,5,Víðimelavist,Melar og sandlendi
3128,2743,41,5,Mosamelavist,Melar og sandlendi
3129,3915,60,12,Starungsmýravist,Votlendi
3130,693,19,5,Grasmelavist,Melar og sandlendi
3131,6733,42,8,Mosamóavist,Mólendi
3132,6008,14,8,Flagmóavist,Mólendi
3133,2443,42,8,Mosamóavist,Mólendi
3134,897,33,8,Lyngmóavist á hálendi,Mólendi
3135,5838,5,12,Brokflóavist,Votlendi
3136,7004,18,11,Grashólavist,Strandlendi
3137,5071,13,8,Fjalldrapamóavist,Mólendi
3138,2703,42,8,Mosamóavist,Mólendi
3139,926,68,5,Víðimelavist,Melar og sandlendi
3140,2811,5,12,Brokflóavist,Votlendi
3141,1507,67,8,Víðikjarrvist,Mólendi
3142,6620,20,8,Grasmóavist,Mólendi
3143,2667,60,12,Starungsmýravist,Votlendi
3144,3617,25,7,Hraungambravist,Moslendi
3145,3144,20,8,Grasmóavist,Mólendi
3146,6531,55,0,Skógarkerfill og fleiri áþekkar tegundir,Aðrar landgerðir
3147,353,60,12,Starungsmýravist,Votlendi
3148,1027,49,12,Rústamýravist,Votlendi
3149,3006,34,8,Lyngmóavist á láglendi,Mólendi
3150,2488,19,5,Grasmelavist,Melar og sandlendi
3151,4299,41,5,Mosamelavist,Melar og sandlendi
3152,17,60,12,Starungsmýravist,Votlendi
3153,7873,5,12,Brokflóavist,Votlendi
3154,4998,19,5,Grasmelavist,Melar og sandlendi
3155,6572,23,12,Gulstararflóavist,Votlendi
3156,5153,10,5,Eyðimelavist,Melar og sandlendi
3157,338,5,12,Brokflóavist,Votlendi
3158,14,60,12,Starungsmýravist,Votlendi
3159,1556,63,12,Tjarnastararflóavist,Votlendi
3160,4718,25,7,Hraungambravist,Moslendi
3161,91,10,5,Eyðimelavist,Melar og sandlendi
3162,5633,20,8,Grasmóavist,Mólendi
3163,969,10,5,Eyðimelavist,Melar og sandlendi
3164,4651,41,5,Mosamelavist,Melar og sandlendi
3165,2677,60,12,Starungsmýravist,Votlendi
3166,6136,60,12,Starungsmýravist,Votlendi
3167,3574,63,12,Tjarnastararflóavist,Votlendi
3168,3970,48,12,Runnamýravist á láglendi,Votlendi
3169,7238,67,8,Víðikjarrvist,Mólendi
3170,4792,13,8,Fjalldrapamóavist,Mólendi
3171,2340,60,12,Starungsmýravist,Votlendi
3172,3188,25,7,Hraungambravist,Moslendi
3173,6302,34,8,Lyngmóavist á láglendi,Mólendi
3174,1170,36,2,Língresis- og vingulsvist,Graslendi
3175,4698,32,3,Lynghraunavist,Hraunlendi
3176,7206,41,5,Mosamelavist,Melar og sandlendi
3177,6773,34,8,Lyngmóavist á láglendi,Mólendi
3178,6867,63,12,Tjarnastararflóavist,Votlendi
3179,5174,16,8,Fléttumóavist,Mólendi
3180,2921,1,1,Auravist,Eyrar
3181,1515,26,12,Hrossanálarvist,Votlendi
3182,159,62,11,Strandmelhólavist,Strandlendi
3183,2028,60,12,Starungsmýravist,Votlendi
3184,5120,25,7,Hraungambravist,Moslendi
3185,5594,60,12,Starungsmýravist,Votlendi
3186,4621,57,2,Snarrótarvist,Graslendi
3187,7208,60,12,Starungsmýravist,Votlendi
3188,2636,26,12,Hrossanálarvist,Votlendi
3189,4989,19,5,Grasmelavist,Melar og sandlendi
3190,5642,60,12,Starungsmýravist,Votlendi
3191,4247,33,8,Lyngmóavist á hálendi,Mólendi
3192,4644,50,5,Sanda- og vikravist,Melar og sandlendi
3193,1765,60,12,Starungsmýravist,Votlendi
3194,5091,26,12,Hrossanálarvist,Votlendi
3195,4945,60,12,Starungsmýravist,Votlendi
3196,3296,20,8,Grasmóavist,Mólendi
3197,5098,40,3,Mosahraunavist,Hraunlendi
3198,3963,13,8,Fjalldrapamóavist,Mólendi
3199,5013,10,5,Eyðimelavist,Melar og sandlendi
3200,1473,18,11,Grashólavist,Strandlendi
3201,1661,34,8,Lyngmóavist á láglendi,Mólendi
3202,2632,20,8,Grasmóavist,Mólendi
3203,2526,60,12,Starungsmýravist,Votlendi
3204,149,1,1,Auravist,Eyrar
3205,6236,34,8,Lyngmóavist á láglendi,Mólendi
3206,653,60,12,Starungsmýravist,Votlendi
3207,2277,63,12,Tjarnastararflóavist,Votlendi
3208,2648,23,12,Gulstararflóavist,Votlendi
3209,4461,57,2,Snarrótarvist,Graslendi
3210,4765,5,12,Brokflóavist,Votlendi
3211,829,69,8,Víðimóavist,Mólendi
3212,1077,15,3,Fléttuhraunavist,Hraunlendi
3213,1511,34,8,Lyngmóavist á láglendi,Mólendi
3214,4580,67,8,Víðikjarrvist,Mólendi
3215,6749,48,12,Runnamýravist á láglendi,Votlendi
3216,3518,34,8,Lyngmóavist á láglendi,Mólendi
3217,1413,16,8,Fléttumóavist,Mólendi
3218,540,31,9,Ljónslappaskriðuvist,Skriður og klettar
3219,2099,5,12,Brokflóavist,Votlendi
3220,1855,68,5,Víðimelavist,Melar og sandlendi
3221,3982,2,10,Birkiskógur,Skóglendi
3222,4645,41,5,Mosamelavist,Melar og sandlendi
3223,6474,48,12,Runnamýravist á láglendi,Votlendi
3224,1480,36,2,Língresis- og vingulsvist,Graslendi
3225,3649,24,12,Hengistararflóavist,Votlendi
3226,175,26,12,Hrossanálarvist,Votlendi
3227,3208,58,8,Starmóavist,Mólendi
3228,5636,23,12,Gulstararflóavist,Votlendi
3229,2884,1,1,Auravist,Eyrar
3230,2267,48,12,Runnamýravist á láglendi,Votlendi
3231,5428,10,5,Eyðimelavist,Melar og sandlendi
3232,3044,58,8,Starmóavist,Mólendi
3233,3667,24,12,Hengistararflóavist,Votlendi
3234,1476,18,11,Grashólavist,Strandlendi
3235,4805,41,5,Mosamelavist,Melar og sandlendi
3236,3967,57,2,Snarrótarvist,Graslendi
3237,7297,13,8,Fjalldrapamóavist,Mólendi
3238,604,22,11,Gulstararfitjavist,Strandlendi
3239,1991,48,12,Runnamýravist á láglendi,Votlendi
3240,1577,26,12,Hrossanálarvist,Votlendi
3241,3984,20,8,Grasmóavist,Mólendi
3242,3777,13,8,Fjalldrapamóavist,Mólendi
3243,7327,17,2,Grasengjavist,Graslendi
3244,4739,57,2,Snarrótarvist,Graslendi
3245,6066,63,12,Tjarnastararflóavist,Votlendi
3246,7845,61,2,Stinnastararvist,Graslendi
3247,796,9,3,Eyðihraunavist,Hraunlendi
3248,4088,10,5,Eyðimelavist,Melar og sandlendi
3249,1837,67,8,Víðikjarrvist,Mólendi
3250,87,19,5,Grasmelavist,Melar og sandlendi
3251,3912,36,2,Língresis- og vingulsvist,Graslendi
3252,5400,10,5,Eyðimelavist,Melar og sandlendi
3253,2935,23,12,Gulstararflóavist,Votlendi
3254,7443,23,12,Gulstararflóavist,Votlendi
3255,6831,20,8,Grasmóavist,Mólendi
3256,7667,34,8,Lyngmóavist á láglendi,Mólendi
3257,680,17,2,Grasengjavist,Graslendi
3258,3212,63,12,Tjarnastararflóavist,Votlendi
3259,5807,60,12,Starungsmýravist,Votlendi
3260,4216,39,6,Moldavist,Moldir
3261,7338,23,12,Gulstararflóavist,Votlendi
3262,7341,17,2,Grasengjavist,Graslendi
3263,6977,18,11,Grashólavist,Strandlendi
3264,5508,9,3,Eyðihraunavist,Hraunlendi
3265,1983,60,12,Starungsmýravist,Votlendi
3266,3575,13,8,Fjalldrapamóavist,Mólendi
3267,3465,25,7,Hraungambravist,Moslendi
3268,4289,57,2,Snarrótarvist,Graslendi
3269,4741,13,8,Fjalldrapamóavist,Mólendi
3270,7172,41,5,Mosamelavist,Melar og sandlendi
3271,3715,41,5,Mosamelavist,Melar og sandlendi
3272,2658,60,12,Starungsmýravist,Votlendi
3273,6344,17,2,Grasengjavist,Graslendi
3274,6906,20,8,Grasmóavist,Mólendi
3275,4341,13,8,Fjalldrapamóavist,Mólendi
3276,489,68,5,Víðimelavist,Melar og sandlendi
3277,3476,48,12,Runnamýravist á láglendi,Votlendi
3278,6898,17,2,Grasengjavist,Graslendi
3279,5592,36,2,Língresis- og vingulsvist,Graslendi
3280,1532,34,8,Lyngmóavist á láglendi,Mólendi
3281,4684,10,5,Eyðimelavist,Melar og sandlendi
3282,4654,10,5,Eyðimelavist,Melar og sandlendi
3283,319,11,2,Finnungsvist,Graslendi
3284,4390,40,3,Mosahraunavist,Hraunlendi
3285,6488,67,8,Víðikjarrvist,Mólendi
3286,145,60,12,Starungsmýravist,Votlendi
3287,2062,60,12,Starungsmýravist,Votlendi
3288,2483,26,12,Hrossanálarvist,Votlendi
3289,556,46,12,Rimamýravist,Votlendi
3290,1807,48,12,Runnamýravist á láglendi,Votlendi
3291,7846,70,0,Þéttbýli og annað manngert land,Aðrar landgerðir
3292,3251,42,8,Mosamóavist,Mólendi
3293,2819,41,5,Mosamelavist,Melar og sandlendi
3294,7322,67,8,Víðikjarrvist,Mólendi
3295,4781,13,8,Fjalldrapamóavist,Mólendi
3296,2590,5,12,Brokflóavist,Votlendi
3297,2951,60,12,Starungsmýravist,Votlendi
3298,7033,36,2,Língresis- og vingulsvist,Graslendi
3299,5830,48,12,Runnamýravist á láglendi,Votlendi
